OrderID,Date,ProductID,CustomerID,ShippingAddressID,IBAN,Qty,UnitPrice
10171,2024-10-10,171,8770,22,GB27TESM62782827422579,5,496
10172,2024-05-21,384,7511,11,GB29LAPE36887676772190,3,455
10173,2025-03-06,833,7566,4,GB86YHJB43842797881914,4,370
10174,2025-02-26,733,6119,15,GB58RLRY07836134074517,5,478.97
10175,2025-04-02,132,7511,9,GB78DYZH39596292330958,3,202
10176,2024-08-18,444,7511,15,GB69TRFK44948126042232,4,244
10177,2025-02-01,703,5831,8,GB98KHYV67294667116845,2,736
10178,2024-10-24,467,6295,1,GB44PKSA17518636374545,5,476
10179,2024-11-29,733,3939,1,GB60SESP50017012770632,5,444
10180,2025-04-08,171,5831,9,GB56UJFI15415206436110,1,496
10181,2024-07-22,489,4886,7,GB17PCES38700516271361,4,494
10182,2025-02-08,350,1841,2,GB89ZDDK54262218909275,4,359
10183,2025-02-05,703,1018,7,GB29GUXE69731121965652,3,736
10184,2024-08-05,703,7566,9,GB30IUCH89994043898364,3,736
10185,2025-01-06,444,1042,39,GB15BZZH76137918055269,4,244
10186,2024-10-11,1,6119,7,GB63LRVF71091043006848,1,1200
10187,2025-02-22,877,8560,8,GB04NNWM18892414183285,1,565
10188,2024-09-29,1,8560,8,GB32SUYU14630316179904,1,1200
10189,2025-01-14,396,7594,35,GB27XVXF10202758842524,2,596
10190,2025-02-09,847,5831,17,GB91DYAK64814917785079,5,405
10191,2024-07-04,792,6977,11,GB15LFIY19138000307562,3,295
10192,2024-07-09,350,9850,10,GB76BRZW63536541951802,1,359
10193,2024-07-26,350,4912,10,GB96ZQBM17445187053494,5,359
10194,2025-02-12,1,6295,1,GB03THOL97383206038505,5,1200
10195,2024-05-01,266,6295,4,GB13YVMX41383670241038,4,334
10196,2024-10-08,373,1018,7,GB06WLOX19182619906234,5,573
10197,2024-08-10,373,3248,14,GB74KZMW55743132912127,1,573
10198,2024-10-28,373,7566,2,GB28KNDR53747411249035,5,629.86
10199,2024-06-27,64,7947,18,GB96CWHL68044206788317,1,1400
10200,2024-06-09,877,7797,1,GB59ZZED00323651994101,3,565
10201,2024-07-16,32,8606,9,GB94UOZE15107029667066,1,600
10202,2024-07-07,444,3248,19,GB72LGFI47209993476870,1,244
10203,2024-06-04,444,2612,5,GB79IMEN38380657875985,2,244
10204,2024-09-28,444,8245,36,GB95IFAK93040785932133,3,244
10205,2024-08-12,396,7947,7,GB87RZXB39652239559059,4,596
10206,2024-12-05,467,4886,10,GB79ESGZ78427010393087,3,476
10207,2024-05-01,703,7626,24,GB27KTGZ25250029218515,1,736
10208,2025-01-29,617,4630,21,GB28VMSD54522675289539,2,256
10209,2025-03-13,467,2501,8,GB69FMJX42209690295939,4,476
10210,2024-06-10,703,3939,1,GB67PEKX13552157043315,3,685.3
10211,2024-08-08,350,7511,1,GB22ZDXA06762676586179,3,359
10212,2025-01-08,617,8486,2,GB95YVHF71040541152621,5,256
10213,2024-11-29,373,4630,4,GB88CKTT70629620153368,5,573
10214,2025-02-05,1,8606,16,GB58XRIV44310698720506,1,1200
10215,2024-06-04,132,6119,24,GB86JVUT73103241714677,4,202
10216,2025-04-13,733,7566,15,GB08VICU86256527047743,4,444
10217,2025-03-22,489,8770,20,GB87ISBE11586938068687,4,494
10218,2024-12-09,1,8381,33,GB35HPJC60898992172233,2,1200
10219,2024-06-19,384,8770,10,GB68BNCV63294511686854,3,455
10220,2024-11-18,266,2501,13,GB49OAZW99861622999119,4,334
10221,2025-02-27,733,8606,5,GB30DZJR56467997024629,4,444
10222,2024-12-23,646,7797,5,GB76VWMB65307450544471,3,301
10223,2025-04-03,373,6977,12,GB92HEJX75469137367850,3,573
10224,2024-11-17,617,8560,38,GB47ZFCJ86289023303070,2,256
10225,2025-04-22,703,8438,34,GB26LWGI57861035797279,2,736
10226,2024-12-01,792,1018,7,GB12LLFI14060293333468,3,295
10227,2024-05-08,646,2501,16,GB79YYVA72290349446657,5,301
10228,2024-08-06,833,8438,4,GB37GOJV89691085899441,3,370
10229,2024-11-04,132,2612,8,GB33CKIU54443283096520,3,202
10230,2025-01-10,1,8770,9,GB04PJIN66099353875842,2,1200
10231,2025-03-23,617,1841,32,GB04VRFJ17248251353465,5,256
10232,2024-09-22,833,8770,9,GB66ISJO17099917381684,4,370
10233,2024-10-08,64,7626,15,GB55BEEG56972521752500,5,1400
10234,2024-10-23,833,7511,8,GB79IGYY29271296666760,4,370
10235,2024-05-15,703,8245,6,GB47RGXL05830033542168,3,615.65
10236,2024-12-15,847,8438,4,GB33JFCB44789856257532,4,405
10237,2025-04-18,847,8381,33,GB23ZMAH32309821506489,1,405
10238,2024-05-19,754,7594,35,GB53TBVD00167618472304,3,301
10239,2024-10-11,32,8560,8,GB12VDVQ49926189141173,5,600
10240,2024-12-23,444,9850,10,GB81GYIQ35642087375300,5,244
10241,2025-01-16,132,7566,2,GB10CDSV72181143744701,4,202
10242,2025-03-12,467,6295,12,GB26FBJL56110022557941,3,476
10243,2024-09-22,171,4886,9,GB21KFDM67467621202169,5,496
10244,2024-11-04,396,1841,32,GB93ZSVO29659027716701,1,596
10245,2024-08-10,792,1710,12,GB23UKAW89935889163756,3,295
10246,2024-06-27,266,8381,33,GB53RTBA28772175354083,2,334
10247,2024-11-30,350,7797,1,GB85UMMH17797177517016,2,359
10248,2024-10-08,1,4886,7,GB46BRRA19948837550375,5,1200
10249,2024-12-04,847,4912,10,GB51YTTP57113055488510,2,405
10250,2025-04-14,833,8770,2,GB42FPEW61493316373516,4,370
10251,2024-05-19,32,5831,14,GB09UVSD77982708086978,3,600
10252,2025-02-28,489,2501,15,GB19FWSF21699586693465,4,494
10253,2024-08-23,64,7797,2,GB43OZEE69848583339452,2,1400
10254,2025-01-31,617,3248,9,GB37UFQR51587996846081,1,256
10255,2024-05-10,14,8245,6,GB80MEBV03424420438057,5,800
10256,2024-06-09,646,3248,1,GB22TVXR38638406665800,3,301
10257,2025-02-13,467,8438,4,GB26IGTY73598933472122,3,476
10258,2025-02-10,373,3344,6,GB76QDMB64842294057202,5,573
10259,2025-04-26,733,7511,4,GB69KTBY94798515832818,1,444
10260,2024-07-01,396,1841,32,GB08NRRM15335554398780,3,596
10261,2024-06-14,396,1042,39,GB87VLOH99305616484085,1,596
10262,2024-11-16,132,5831,5,GB91ZQOP04358112880133,5,202
10263,2025-04-01,1,7566,4,GB33VNDG86120750110248,5,1200
10264,2024-05-28,14,7566,20,GB26SHIN67665061809190,4,800
10265,2025-01-28,180,1710,17,GB55CLQD44914766072832,3,462
10266,2025-02-15,350,2501,5,GB51MZZR42450882100996,4,359
10267,2024-11-25,32,7511,16,GB90RCJG53682223943129,4,600
10268,2025-03-27,703,8486,6,GB38BYRO81414139755231,2,736
10269,2024-08-19,703,4886,4,GB06TCGK77594929955620,3,736
10270,2024-08-30,266,3344,3,GB66HZHW64525777547812,1,334
10271,2025-01-06,467,8381,3,GB41TCIE83411080996930,3,476
10272,2024-12-01,703,8438,34,GB33IRRP25639427881658,5,736
10273,2024-05-05,1,5831,3,GB58VHZT28272299275037,4,1200
10274,2024-07-30,444,1841,32,GB63CILH03856770051844,5,244
10275,2024-12-11,877,9850,7,GB49RSFM65918463865577,4,565
10276,2025-04-10,14,1018,7,GB66TAQE72318432225913,5,800
10277,2024-10-09,754,6295,14,GB74ZKXD77739260302992,4,285.62
10278,2024-06-22,373,7511,3,GB03UQBS20242869904137,1,573
10279,2024-12-22,489,9850,19,GB28PPFH69292984257991,2,494
10280,2024-07-29,833,7797,2,GB42MMED03886291279908,5,335.22
10281,2024-11-12,444,8381,3,GB15YDCP29806865086376,1,244
10282,2024-09-14,467,8438,4,GB74SZXY91624731498643,4,476
10283,2024-05-03,373,4912,40,GB09WXZA98180635651269,3,573
10284,2024-08-07,444,3248,19,GB94IRNS59463688725887,4,244
10285,2024-08-07,132,6977,10,GB29JSLY62137213865890,2,202
10286,2024-07-02,384,1018,37,GB75MUAZ12796114351906,5,455
10287,2025-04-27,646,4630,28,GB79MTUQ49027703843098,1,301
10288,2024-11-17,617,7566,23,GB60WHTF05302146566938,3,256
10289,2024-05-06,180,1042,39,GB10XWCC84895543937690,3,462
10290,2024-08-10,646,4912,10,GB52FNQD81845184894769,5,301
10291,2024-11-04,266,7511,8,GB11YHYK77907141633565,4,334
10292,2024-11-17,733,7511,11,GB16RAWI34165182755394,3,444
10293,2024-07-10,733,7566,8,GB09XVGP33343333952111,4,444
10294,2025-01-18,467,6295,13,GB05VPTA80759579472846,2,476
10295,2024-07-26,373,8560,8,GB23YSEB86780856271875,4,573
10296,2025-01-23,132,7626,9,GB61AAVG69155942843479,1,202
10297,2024-09-11,703,6119,9,GB80LFPN36556472929314,4,736
10298,2025-03-09,384,5831,15,GB41HRNM32270267288574,4,455
10299,2024-08-06,14,7594,35,GB43RSBM12034717545588,5,903.58
10300,2025-04-27,703,7626,14,GB36ZILA61593998245587,4,736
10301,2025-02-25,64,8606,12,GB29XOCM94722569961125,1,1400
10302,2024-07-28,646,7594,35,GB60KKUJ49647598762202,2,301
10303,2025-02-07,32,7511,14,GB02HVIX13261117800681,3,600
10304,2024-06-10,396,8770,12,GB78ITEC64334722820055,1,596
10305,2025-04-01,703,7626,20,GB06PORI87282997968845,4,736
10306,2024-11-04,703,1710,3,GB10RHZC74564240082547,5,736
10307,2024-11-24,14,9850,3,GB30AWPY74064930853686,2,800
10308,2024-10-01,489,5831,20,GB08HFWX66341638944846,2,494
10309,2024-07-13,646,8381,3,GB60CFEJ17974973502080,1,301
10310,2024-07-12,489,8770,9,GB16DJIE70312073564757,4,494
10311,2025-01-26,350,8770,9,GB69ZBKC20461872346013,1,359
10312,2024-09-27,14,8486,5,GB93YOHX03718376452088,3,954.42
10313,2024-06-17,877,2612,4,GB05IPUJ35031365024916,2,565
10314,2025-03-03,132,8606,1,GB86HABS79251327195005,5,202
10315,2025-01-06,266,7947,10,GB79EWRZ12735857306524,2,334
10316,2025-04-15,350,8381,33,GB73BPWO84873928557498,4,359
10317,2024-07-02,396,5831,1,GB95CQEO44857086209593,4,596
10318,2024-09-02,171,7594,5,GB48XCVR63878294565118,4,496
10319,2025-01-11,489,1042,39,GB41CBEF03173109678994,3,530.76
10320,2024-05-20,266,3939,31,GB70LHTW10371705865094,3,334
10321,2024-11-22,266,7797,6,GB04BXCJ13811386338392,1,334
10322,2024-12-03,467,2612,4,GB24XRNX19576122868528,3,476
10323,2024-12-19,489,4886,9,GB56OLKR55665939836845,4,494
10324,2024-10-23,833,1018,7,GB40OMAX04908240433504,4,370
10325,2025-04-22,64,8560,38,GB43RQRS92107522459334,5,1400
10326,2025-03-11,877,2501,17,GB35JCSM93157279194096,3,565
10327,2024-05-31,1,3248,13,GB25YBYK56613906048058,3,1200
10328,2024-12-06,1,2501,19,GB31EKQW32067998136462,5,965.74
10329,2024-06-21,646,7511,15,GB13KCPS08641686227837,2,301
10330,2024-10-01,396,7947,8,GB89USGR98331465911665,2,596
10331,2024-09-13,489,1018,37,GB88GKLT04259792703352,3,494
10332,2025-02-19,266,7566,12,GB51XCDX03924051477053,1,334
10333,2025-02-12,489,1710,15,GB28RGGR84879206980420,3,494
10334,2024-08-19,467,1841,2,GB07GZWT40701645104636,3,476
10335,2024-11-14,646,7594,5,GB12WDKP98123878003845,3,301
10336,2024-11-07,703,6119,20,GB97MXFA55543840460843,2,736
10337,2024-06-28,792,7594,35,GB97KMVE16893639264957,3,295
10338,2024-11-27,180,8606,10,GB52EGUE98324826292518,2,462
10339,2024-11-23,617,6295,27,GB20XDFK20566474231220,3,256
10340,2025-02-21,646,7626,5,GB67TTIT99393305172897,1,301
10341,2025-02-01,467,8381,33,GB28ULFM77223306046333,2,476
10342,2024-05-26,266,6119,1,GB71FOTP57366096569998,5,334
10343,2024-11-20,877,8381,3,GB61UWZB81770388608680,1,565
10344,2024-07-13,617,7797,15,GB46JOMJ47264908277181,4,256
10345,2024-07-09,877,5831,20,GB72YSWR26657027937145,5,565
10346,2025-01-24,384,3248,22,GB76UWZF11175186892686,1,411.35
10347,2024-05-18,266,8560,38,GB94YFKS22220644742123,1,334
10348,2024-05-02,396,4630,7,GB74TYIA77780973397767,3,596
10349,2024-05-31,396,8560,38,GB95TTAH84983022050209,4,596
10350,2025-03-22,373,4912,10,GB83TJKC01622499982795,1,573
10351,2025-04-27,754,1841,32,GB29BCYJ55616814721458,3,301
10352,2024-10-08,847,8438,4,GB57QGWG90198179469548,2,405
10353,2024-12-10,733,7594,35,GB83TLET97877293430107,4,444
10354,2024-12-29,877,5831,11,GB95ZDXG96605583034414,4,565
10355,2024-08-25,171,6119,23,GB11QRKY01556990235577,4,496
10356,2025-03-06,489,8438,4,GB82BUEP27857608495880,5,494
10357,2024-07-20,444,1042,9,GB94SVKZ51240568299629,3,244
10358,2024-06-15,792,6977,10,GB31ZYJW50461735743842,2,295
10359,2024-06-13,877,8438,34,GB25LZBY31780782357845,5,565
10360,2024-06-25,489,2612,11,GB28YDQV23076810409157,4,494
10361,2025-04-11,617,1018,7,GB43BDQY40943533448571,4,256
10362,2024-08-14,32,5831,3,GB60EFID09881385854249,5,600
10363,2024-08-04,1,1841,32,GB13FCJT58702070160166,2,1200
10364,2024-07-09,754,7947,8,GB80WTSU79545381792171,2,301
10365,2024-10-24,32,3248,5,GB84JVUW77332945625577,2,600
10366,2024-05-12,171,1018,37,GB21CPDL77245992816158,3,496
10367,2025-01-08,754,7947,5,GB73CZJR76963938276153,1,301
10368,2025-03-13,617,7626,9,GB94WSNZ69583219719975,2,256
10369,2024-12-02,733,1042,39,GB06DOFJ61919657013290,1,444
10370,2025-02-19,266,7626,10,GB02EVEO84699733549465,2,327.61
10371,2024-06-04,1,2612,9,GB83SATQ62405800851403,5,979.36
10372,2024-10-15,703,3939,31,GB63WSMU56666832723865,3,736
10373,2025-03-23,14,7594,35,GB37NEJV22010276212679,5,800
10374,2025-04-27,64,6119,15,GB26NTFO86876532690973,4,1400
10375,2025-02-01,467,7566,8,GB83QINR95009751971284,5,476
10376,2024-10-28,171,8438,34,GB11QCQT13718949058077,5,496
10377,2024-11-16,132,9850,7,GB88PSXK65442094940792,5,202
10378,2024-12-09,833,6977,6,GB82BVJZ90471281442944,1,370
10379,2025-03-30,847,7626,20,GB37IAXD92927524372805,4,405
10380,2024-06-02,266,8438,34,GB23ETEP66372395041027,4,334
10381,2024-10-02,32,4630,18,GB36PJPX83667428604765,3,600
10382,2024-11-22,396,7594,35,GB43VBDR56945441496739,2,596
10383,2025-02-24,617,9850,19,GB71GQKV25800106181753,5,256
10384,2025-02-06,373,8486,1,GB81JIGB09109391119269,5,573
10385,2025-03-08,180,4912,40,GB52FDWF44717465421406,5,462
10386,2024-09-28,396,4886,14,GB40KBII27173962712863,1,596
10387,2024-12-25,489,1710,21,GB49UDOW41011947072006,2,494
10388,2024-08-12,444,6977,5,GB39EWKM90877661830671,4,244
10389,2024-12-07,703,3248,17,GB62RLKV46015851743280,4,736
10390,2024-09-27,444,6119,14,GB40VGJW61571732030937,3,244
10391,2024-09-28,444,8486,1,GB46CZRU47870050506138,3,244
10392,2024-10-26,754,5831,13,GB13VREX93102707903202,1,301
10393,2025-01-01,32,3248,15,GB45BJZD79291117993136,1,600
10394,2024-09-09,444,8438,4,GB41ZXVM51982530925114,2,244
10395,2024-06-24,733,1841,32,GB44YNFW58273902196207,5,444
10396,2024-06-01,733,8486,6,GB70AAFC94672324876329,4,444
10397,2025-01-24,877,7626,9,GB15BTFW79145608331819,1,565
10398,2024-09-18,833,9850,11,GB08YRQH73403127722005,3,370
10399,2024-08-19,64,2501,10,GB44GNIK97010822078113,2,1400
10400,2025-02-05,754,5831,16,GB84OSSK63531531363631,2,301
10401,2024-10-30,64,2612,7,GB91SPBN23972652735435,3,1400
10402,2024-06-19,64,7566,8,GB98BWSB42177625349292,5,1400
10403,2024-12-11,132,7947,8,GB30RHCN87397740633569,5,202
10404,2024-07-26,396,9850,2,GB02SESA60078068671773,1,596
10405,2024-06-02,396,6295,12,GB67RYAW63254310742799,1,596
